vendor,product_area,release_date,title,description,source_url,source_type,topic_category,topic_subcategory,release_substance,is_breaking_change,confidence
Anthropic,Claude Code,2025-12-19,Claude Code 2.0.73,"Added clickable [Image #N] links that open attached images in the default viewer Added alt-y yank-pop to cycle through kill ring history after ctrl-y yank Added search filtering to the plugin discover screen (type to filter by name, description, or marketplace) Added support for custom session IDs when forking sessions with --session-id combined with --resume or --continue and --fork-session Fixed slow input history cycling and race condition that could overwrite text after message submission Im",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude,2025-12-18,"Skills for organizations, partners, and the ecosystem","In October, we introduced skills—a way to teach Claude repeatable workflows tailored to how you work. Skills are now easier to deploy, discover, and build withorganization-wide management for Team and Enterprise plans, adirectoryof partner-built skills, and an open standard (Agent Skills) so skills work across AI platforms.
Claude in Chrome updates
Claude in Chrome is now available in beta to all paid plan subscribers, including Pro, Team, and Enterprise plans.
- Claude Code integration:Build in",https://support.claude.com/en/articles/12138966-release-notes,release_notes,agent/tooling,agentic coding,substantive,False,high
Anthropic,Claude Code,2025-12-17,Claude Code 2.0.72,Added Claude in Chrome (Beta) feature that works with the Chrome extension ( https://claude.ai/chrome ) to let you control your browser directly from Claude Code Reduced terminal flickering Added scannable QR code to mobile app tip for quick app downloads Added loading indicator when resuming conversations for better feedback Fixed /context command not respecting custom system prompts in non-interactive mode Fixed order of consecutive Ctrl+K lines when pasting with Ctrl+Y Improved @ mention file,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,IDE integration,substantive,False,high
Anthropic,Claude Code,2025-12-16,Claude Code 2.0.71,"Added /config toggle to enable/disable prompt suggestions Added /settings as an alias for the /config command Fixed @ file reference suggestions incorrectly triggering when cursor is in the middle of a path Fixed MCP servers from .mcp.json not loading when using --dangerously-skip-permissions Fixed permission rules incorrectly rejecting valid bash commands containing shell glob patterns (e.g., ls *.txt , for f in *.png ) Bedrock: Environment variable ANTHROPIC_BEDROCK_BASE_URL is now respected f",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-12-15,Claude Code 2.0.70,"Added Enter key to accept and submit prompt suggestions immediately (tab still accepts for editing) Added wildcard syntax mcp__server__* for MCP tool permissions to allow or deny all tools from a server Added auto-update toggle for plugin marketplaces, allowing per-marketplace control over automatic updates Added current_usage field to status line input, enabling accurate context window percentage calculations Fixed input being cleared when processing queued commands while the user was typing Fi",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-12-13,Claude Code 2.0.69,Minor bugfixes,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-12-12,Claude Code 2.0.68,"Fixed IME (Input Method Editor) support for languages like Chinese, Japanese, and Korean by correctly positioning the composition window at the cursor Fixed a bug where disallowed MCP tools were visible to the model Fixed an issue where steering messages could be lost while a subagent is working Fixed Option+Arrow word navigation treating entire CJK (Chinese, Japanese, Korean) text sequences as a single word instead of navigating by word boundaries Improved plan mode exit UX: show simplified yes",https://code.claude.com/docs/en/changelog,changelog,model release,MCP/tooling,maintenance,False,high
Anthropic,Claude Code,2025-12-12,Claude Code 2.0.67,Thinking mode is now enabled by default for Opus 4.5 Thinking mode configuration has moved to /config Added search functionality to /permissions command with / keyboard shortcut for filtering rules by tool name Show reason why autoupdater is disabled in /doctor Fixed false “Another process is currently updating Claude” error when running claude update while another instance is already on the latest version Fixed MCP servers from .mcp.json being stuck in pending state when running in non-interact,https://code.claude.com/docs/en/changelog,changelog,model release,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-12-11,Claude Code 2.0.65,"Added ability to switch models while writing a prompt using alt+p (linux, windows), option+p (macos). Added context window information to status line input Added fileSuggestion setting for custom @ file search commands Added CLAUDE_CODE_SHELL environment variable to override automatic shell detection (useful when login shell differs from actual working shell) Fixed prompt not being saved to history when aborting a query with Escape Fixed Read tool image handling to identify format from bytes ins",https://code.claude.com/docs/en/changelog,changelog,model release,IDE integration,substantive,False,high
Anthropic,Claude Code,2025-12-10,Claude Code 2.0.64,"Made auto-compacting instant Agents and bash commands can run asynchronously and send messages to wake up the main agent /stats now provides users with interesting CC stats, such as favorite model, usage graph, usage streak Added named session support: use /rename to name sessions, /resume <name> in REPL or claude --resume <name> from the terminal to resume them Added support for .claude/rules/`.  See https://code.claude.com/docs/en/memory for details. Added image dimension metadata when images ",https://code.claude.com/docs/en/changelog,changelog,model release,agentic coding,substantive,False,high
Anthropic,Claude Code,2025-12-09,Claude Code 2.0.62,"Added “(Recommended)” indicator for multiple-choice questions, with the recommended option moved to the top of the list Added attribution setting to customize commit and PR bylines (deprecates includeCoAuthoredBy ) Fixed duplicate slash commands appearing when ~/.claude is symlinked to a project directory Fixed slash command selection not working when multiple commands share the same name Fixed an issue where skill files inside symlinked skill directories could become circular symlinks Fixed run",https://code.claude.com/docs/en/changelog,changelog,deprecation,agentic coding,substantive,True,high
Anthropic,Claude Code,2025-12-07,Claude Code 2.0.61,Reverted VSCode support for multiple terminal clients due to responsiveness issues.,https://code.claude.com/docs/en/changelog,changelog,coding,IDE integration,substantive,False,high
Anthropic,Claude Code,2025-12-06,Claude Code 2.0.60,Added background agent support. Agents run in the background while you work Added —disable-slash-commands CLI flag to disable all slash commands Added model name to “Co-Authored-By” commit messages Enabled “/mcp enable [server-name]” or “/mcp disable [server-name]” to quickly toggle all servers Updated Fetch to skip summarization for pre-approved websites VSCode: Added support for multiple terminal clients connecting to the IDE server simultaneously,https://code.claude.com/docs/en/changelog,changelog,model release,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-12-04,Claude Code 2.0.59,"Added —agent CLI flag to override the agent setting for the current session Added agent setting to configure main thread with a specific agent’s system prompt, tool restrictions, and model VS Code: Fixed .claude.json config file being read from incorrect location",https://code.claude.com/docs/en/changelog,changelog,model release,agentic coding,substantive,False,high
Anthropic,Claude Code,2025-12-03,Claude Code 2.0.58,Pro users now have access to Opus 4.5 as part of their subscription! Fixed timer duration showing “11m 60s” instead of “12m 0s” Windows: Managed settings now prefer C:\Program Files\ClaudeCode if it exists. Support for C:\ProgramData\ClaudeCode will be removed in a future version.,https://code.claude.com/docs/en/changelog,changelog,deprecation,model support,substantive,True,high
Anthropic,Claude Code,2025-12-03,Claude Code 2.0.57,"Added feedback input when rejecting plans, allowing users to tell Claude what to change VSCode: Added streaming message support for real-time response display",https://code.claude.com/docs/en/changelog,changelog,coding,IDE integration,substantive,False,high
Anthropic,Claude Code,2025-12-02,Claude Code 2.0.56,"Added setting to enable/disable terminal progress bar (OSC 9;4) VSCode Extension: Added support for VS Code’s secondary sidebar (VS Code 1.97+), allowing Claude Code to be displayed in the right sidebar while keeping the file explorer on the left. Requires setting sidebar as Preferred Location in the config.",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,IDE integration,substantive,False,high
Anthropic,Claude Code,2025-11-26,Claude Code 2.0.55,"Fixed proxy DNS resolution being forced on by default. Now opt-in via CLAUDE_CODE_PROXY_RESOLVES_HOSTS=true environment variable Fixed keyboard navigation becoming unresponsive when holding down arrow keys in memory location selector Improved AskUserQuestion tool to auto-submit single-select questions on the last question, eliminating the extra review screen for simple question flows Improved fuzzy matching for @ file suggestions with faster, more accurate results",https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-11-26,Claude Code 2.0.54,Hooks: Enable PermissionRequest hooks to process ‘always allow’ suggestions and apply permission updates Fix issue with excessive iTerm notifications,https://code.claude.com/docs/en/changelog,changelog,coding,permissions/security,maintenance,False,high
Anthropic,Claude,2025-11-24,Claude Opus 4.5 launch,"We released our most powerful frontier model to date. Read our blog post for more information:Introducing Claude Opus 4.5.
Claude for Excel beta release
Claude for Excel is now available in beta to all Max, Team, and Enterprise users. We’ve added some additional capabilities, such as support for pivot tables, charts and file uploads, plus a shortcut to quickly open the full Claude app from Excel (ctrl+option+c). We've also made overall improvements to performance, speed, context management, and ",https://support.claude.com/en/articles/12138966-release-notes,release_notes,model release,multimodal,substantive,False,high
Anthropic,Claude Code,2025-11-24,Claude Code 2.0.52,Fixed duplicate message display when starting Claude with a command line argument Fixed /usage command progress bars to fill up as usage increases (instead of showing remaining percentage) Fixed image pasting not working on Linux systems running Wayland (now falls back to wl-paste when xclip is unavailable) Permit some uses of $! in bash commands,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-11-24,Claude Code 2.0.51,"Added Opus 4.5! https://www.anthropic.com/news/claude-opus-4-5 Introducing Claude Code for Desktop: https://claude.com/download To give you room to try out our new model, we’ve updated usage limits for Claude Code users. See the Claude Opus 4.5 blog for full details Pro users can now purchase extra usage for access to Opus 4.5 in Claude Code Plan Mode now builds more precise plans and executes more thoroughly Usage limit notifications now easier to understand Switched /usage back to ”% used” Fix",https://code.claude.com/docs/en/changelog,changelog,model release,enterprise/admin,substantive,False,high
Anthropic,Claude Code,2025-11-21,Claude Code 2.0.50,Fixed bug preventing calling MCP tools that have nested references in their input schemas Silenced a noisy but harmless error during upgrades Improved ultrathink text display Improved clarity of 5-hour session limit warning message,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-11-21,Claude Code 2.0.49,Added readline-style ctrl-y for pasting deleted text Improved clarity of usage limit warning message Fixed handling of subagent permissions,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,agentic coding,substantive,False,high
Anthropic,Claude Code,2025-11-19,Claude Code 2.0.47,Improved error messages and validation for claude --teleport Improved error handling in /usage Fixed race condition with history entry not getting logged at exit Fixed Vertex AI configuration not being applied from settings.json,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-11-19,Claude Code 2.0.46,Fixed image files being reported with incorrect media type when format cannot be detected from metadata,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-11-18,Claude Code 2.0.45,Added support for Microsoft Foundry! See https://code.claude.com/docs/en/azure-ai-foundry Added PermissionRequest hook to automatically approve or deny tool permission requests with custom logic Send background tasks to Claude Code on the web by starting a message with &,https://code.claude.com/docs/en/changelog,changelog,coding,permissions/security,substantive,False,high
Anthropic,Claude Code,2025-11-18,Claude Code 2.0.43,Added permissionMode field for custom agents Added tool_use_id field to PreToolUseHookInput and PostToolUseHookInput types Added skills frontmatter field to declare skills to auto-load for subagents Added the SubagentStart hook event Fixed nested CLAUDE.md files not loading when @-mentioning files Fixed duplicate rendering of some messages in the UI Fixed some visual flickers Fixed NotebookEdit tool inserting cells at incorrect positions when cell IDs matched the pattern cell-N,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-11-15,Claude Code 2.0.42,Added agent_id and agent_transcript_path fields to SubagentStop hooks.,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,agentic coding,substantive,False,high
Anthropic,Claude Code,2025-11-14,Claude Code 2.0.41,"Added model parameter to prompt-based stop hooks, allowing users to specify a custom model for hook evaluation Fixed slash commands from user settings being loaded twice, which could cause rendering issues Fixed incorrect labeling of user settings vs project settings in command descriptions Fixed crash when plugin command hooks timeout during execution Fixed: Bedrock users no longer see duplicate Opus entries in the /model picker when using --model haiku Fixed broken security documentation links",https://code.claude.com/docs/en/changelog,changelog,model release,MCP/tooling,maintenance,False,high
Anthropic,Claude Code,2025-11-11,Claude Code 2.0.37,Fixed how idleness is computed for notifications Hooks: Added matcher values for Notification hook events Output Styles: Added keep-coding-instructions option to frontmatter,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-11-07,Claude Code 2.0.36,Fixed: DISABLE_AUTOUPDATER environment variable now properly disables package manager update notifications Fixed queued messages being incorrectly executed as bash commands Fixed input being lost when typing while a queued message is processed,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-11-06,Claude Code 2.0.35,"Improve fuzzy search results when searching commands Improved VS Code extension to respect chat.fontSize and chat.fontFamily settings throughout the entire UI, and apply font changes immediately without requiring reload Added CLAUDE_CODE_EXIT_AFTER_STOP_DELAY environment variable to automatically exit SDK mode after a specified idle duration, useful for automated workflows and scripts Migrated ignorePatterns from project config to deny permissions in the localSettings. Fixed menu navigation gett",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,IDE integration,substantive,False,high
Anthropic,Claude Code,2025-11-05,Claude Code 2.0.34,"VSCode Extension: Added setting to configure the initial permission mode for new conversations Improved file path suggestion performance with native Rust-based fuzzy finder Fixed infinite token refresh loop that caused MCP servers with OAuth (e.g., Slack) to hang during connection Fixed memory crash when reading or writing large files (especially base64-encoded images)",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-11-04,Claude Code 2.0.33,Native binary installs now launch quicker. Fixed claude doctor incorrectly detecting Homebrew vs npm-global installations by properly resolving symlinks Fixed claude mcp serve exposing tools with incompatible outputSchemas,https://code.claude.com/docs/en/changelog,changelog,model release,MCP/tooling,maintenance,False,high
Anthropic,Claude Code,2025-11-04,Claude Code 2.0.32,Un-deprecate output styles based on community feedback Added companyAnnouncements setting for displaying announcements on startup Fixed hook progress messages not updating correctly during PostToolUse hook execution,https://code.claude.com/docs/en/changelog,changelog,deprecation,deprecation,substantive,True,high
Anthropic,Claude Code,2025-10-31,Claude Code 2.0.31,"Windows: native installation uses shift+tab as shortcut for mode switching, instead of alt+m Vertex: add support for Web Search on supported models VSCode: Adding the respectGitIgnore configuration to include .gitignored files in file searches (defaults to true) Fixed a bug with subagents and MCP servers related to “Tool names must be unique” error Fixed issue causing /compact to fail with prompt_too_long by making it respect existing compact boundaries Fixed plugin uninstall not removing plugin",https://code.claude.com/docs/en/changelog,changelog,model release,MCP/tooling,maintenance,False,high
Anthropic,Claude Code,2025-10-30,Claude Code 2.0.30,Added helpful hint to run security unlock-keychain when encountering API key errors on macOS with locked keychain Added allowUnsandboxedCommands sandbox setting to disable the dangerouslyDisableSandbox escape hatch at policy level Added disallowedTools field to custom agent definitions for explicit tool blocking Added prompt-based stop hooks VSCode: Added respectGitIgnore configuration to include .gitignored files in file searches (defaults to true) Enabled SSE MCP servers on native build Deprec,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-10-27,Claude Code 2.0.28,"Plan mode: introduced new Plan subagent Subagents: claude can now choose to resume subagents Subagents: claude can dynamically choose the model used by its subagents SDK: added —max-budget-usd flag Discovery of custom slash commands, subagents, and output styles no longer respects .gitignore Stop /terminal-setup from adding backslash to Shift + Enter in VS Code Add branch and tag support for git-based plugins and marketplaces using fragment syntax (e.g., owner/repo#branch ) Fixed a bug where mac",https://code.claude.com/docs/en/changelog,changelog,model release,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-10-24,Claude Code 2.0.27,"New UI for permission prompts Added current branch filtering and search to session resume screen for easier navigation Fixed directory @-mention causing “No assistant message found” error VSCode Extension: Add config setting to include .gitignored files in file searches VSCode Extension: Bug fixes for unrelated ‘Warmup’ conversations, and configuration/settings occasionally being reset to defaults",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,agentic coding,substantive,False,high
Anthropic,Claude,2025-10-23,Claude’s memory on Max and Pro plans,Max plan users can now access Claude’s memory capabilities. This feature will roll out to Pro plans gradually over the next two weeks.,https://support.claude.com/en/articles/12138966-release-notes,release_notes,pricing/billing,pricing/billing,maintenance,False,high
Anthropic,Claude Code,2025-10-21,Claude Code 2.0.25,Removed legacy SDK entrypoint. Please migrate to @anthropic-ai/claude-agent-sdk for future SDK updates: https://platform.claude.com/docs/en/agent-sdk/migration-guide,https://code.claude.com/docs/en/changelog,changelog,deprecation,agentic coding,substantive,False,high
Anthropic,Claude Code,2025-10-20,Claude Code 2.0.24,Fixed a bug where project-level skills were not loading when —setting-sources ‘project’ was specified Claude Code Web: Support for Web -> CLI teleport Sandbox: Releasing a sandbox mode for the BashTool on Linux & Mac Bedrock: Display awsAuthRefresh output when auth is required,https://code.claude.com/docs/en/changelog,changelog,coding,agentic coding,maintenance,False,high
Anthropic,Claude Code,2025-10-18,Claude Code 2.0.21,Support MCP structuredContent field in tool responses Added an interactive question tool Claude will now ask you questions more often in plan mode Added Haiku 4.5 as a model option for Pro users Fixed an issue where queued commands don’t have access to previous messages’ output,https://code.claude.com/docs/en/changelog,changelog,model release,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-10-17,Claude Code 2.0.22,Fixed content layout shift when scrolling through slash commands IDE: Add toggle to enable/disable thinking. Fix bug causing duplicate permission prompts with parallel tool calls Add support for enterprise managed MCP allowlist and denylist,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-10-16,Claude Code 2.0.20,Added support for Claude Skills,https://code.claude.com/docs/en/changelog,changelog,coding,agentic coding,substantive,False,high
Anthropic,Claude,2025-10-15,Claude Haiku 4.5 launch,"We released our fastest, most cost-efficient model – Claude Haiku 4.5. Our latest small model matches Sonnet 4’s performance on coding, computer use, and agent tasks.
Claude in Chrome updates
- Powered by Haiku 4.5:Claude in Chrome now defaults to Haiku 4.5 so it’s a faster, more responsive experience. You can always switch back to Sonnet 4.5.
- Claude handles image uploads for you:Give Claude an image and tell it where to upload, whether it’s an expense report, form attachment, or a picture upl",https://support.claude.com/en/articles/12138966-release-notes,release_notes,model release,multimodal,substantive,False,high
Anthropic,Claude Code,2025-10-15,Claude Code 2.0.19,Auto-background long-running bash commands instead of killing them. Customize with BASH_DEFAULT_TIMEOUT_MS Fixed a bug where Haiku was unnecessarily called in print mode,https://code.claude.com/docs/en/changelog,changelog,model release,model support,substantive,False,high
Anthropic,Claude Code,2025-10-15,Claude Code 2.0.17,"Added Haiku 4.5 to model selector! Haiku 4.5 automatically uses Sonnet in plan mode, and Haiku for execution (i.e. SonnetPlan by default) 3P (Bedrock and Vertex) are not automatically upgraded yet. Manual upgrading can be done through setting ANTHROPIC_DEFAULT_HAIKU_MODEL Introducing the Explore subagent. Powered by Haiku it’ll search through your codebase efficiently to save context! OTEL: support HTTP_PROXY and HTTPS_PROXY CLAUDE_CODE_DISABLE_NONESSENTIAL_TRAFFIC now disables release notes fet",https://code.claude.com/docs/en/changelog,changelog,model release,agentic coding,substantive,False,high
Anthropic,Claude Code,2025-10-14,Claude Code 2.0.15,Fixed bug with resuming where previously created files needed to be read again before writing Fixed bug with -p mode where @-mentioned files needed to be read again before writing,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-10-10,Claude Code 2.0.14,Fix @-mentioning MCP servers to toggle them on/off Improve permission checks for bash with inline env vars Fix ultrathink + thinking toggle Reduce unnecessary logins Document —system-prompt Several improvements to rendering Plugins UI polish,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-10-09,Claude Code 2.0.13,Fixed /plugin not working on native build,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,maintenance,False,high
Anthropic,Claude Code,2025-10-09,Claude Code 2.0.12,"Plugin System Released : Extend Claude Code with custom commands, agents, hooks, and MCP servers from marketplaces /plugin install , /plugin enable/disable , /plugin marketplace commands for plugin management Repository-level plugin configuration via extraKnownMarketplaces for team collaboration /plugin validate command for validating plugin structure and configuration Plugin announcement blog post at https://www.anthropic.com/news/claude-code-plugins Plugin documentation available at https://co",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-10-08,Claude Code 2.0.11,Reduced system prompt size by 1.4k tokens IDE: Fixed keyboard shortcuts and focus issues for smoother interaction Fixed Opus fallback rate limit errors appearing incorrectly Fixed /add-dir command selecting wrong default tab,https://code.claude.com/docs/en/changelog,changelog,model release,model support,maintenance,False,high
Anthropic,Claude Code,2025-10-08,Claude Code 2.0.10,"Rewrote terminal renderer for buttery smooth UI Enable/disable MCP servers by @mentioning, or in /mcp Added tab completion for shell commands in bash mode PreToolUse hooks can now modify tool inputs Press Ctrl-G to edit your prompt in your system’s configured text editor Fixes for bash permission checks with environment variables in the command",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-10-06,Claude Code 2.0.9,Fix regression where bash backgrounding stopped working,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-10-04,Claude Code 2.0.8,"Update Bedrock default Sonnet model to global.anthropic.claude-sonnet-4-5-20250929-v1:0 IDE: Add drag-and-drop support for files and folders in chat /context: Fix counting for thinking blocks Improve message rendering for users with light themes on dark terminals Remove deprecated .claude.json allowedTools, ignorePatterns, env, and todoFeatureEnabled config options (instead, configure these in your settings.json)",https://code.claude.com/docs/en/changelog,changelog,deprecation,model support,substantive,True,high
Anthropic,Claude Code,2025-10-04,Claude Code 2.0.5,IDE: Fix IME unintended message submission with Enter and Tab IDE: Add “Open in Terminal” link in login screen Fix unhandled OAuth expiration 401 API errors SDK: Added SDKUserMessageReplay.isReplay to prevent duplicate messages,https://code.claude.com/docs/en/changelog,changelog,coding,permissions/security,substantive,False,high
Anthropic,Claude Code,2025-09-30,Claude Code 2.0.1,Skip Sonnet 4.5 default model setting change for Bedrock and Vertex Various bug fixes and presentation improvements,https://code.claude.com/docs/en/changelog,changelog,model release,model support,substantive,False,high
Anthropic,Claude,2025-09-29,Claude Sonnet 4.5 launch,"We released our newest model, Sonnet 4.5. This is the best model in the world for real-world agents, coding, and computer use. Read our blog post here:Claude Sonnet 4.5.
Creating and editing files with Claude for Pro plans and mobile
Pro users can now leverage Claude’s file creation and editing capabilities, and users on all paid plans can access these features on Claude for iOS or Android. See this updated article for more information:Create and edit files with Claude.
Claude in Chrome updates
",https://support.claude.com/en/articles/12138966-release-notes,release_notes,model release,agentic coding,substantive,False,high
Anthropic,Claude Code,2025-09-29,Claude Code 2.0.0,New native VS Code extension Fresh coat of paint throughout the whole app /rewind a conversation to undo code changes /usage command to see plan limits Tab to toggle thinking (sticky across sessions) Ctrl-R to search history Unshipped claude config command Hooks: Reduced PostToolUse ‘tool_use’ ids were found without ‘tool_result’ blocks errors SDK: The Claude Code SDK is now the Claude Agent SDK Add subagents dynamically with --agents flag,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-09-26,Claude Code 1.0.126,Enable /context command for Bedrock and Vertex Add mTLS support for HTTP-based OpenTelemetry exporters,https://code.claude.com/docs/en/changelog,changelog,coding,enterprise/admin,substantive,False,high
Anthropic,Claude Code,2025-09-25,Claude Code 1.0.124,Set CLAUDE_BASH_NO_LOGIN environment variable to 1 or true to to skip login shell for BashTool Fix Bedrock and Vertex environment variables evaluating all strings as truthy No longer inform Claude of the list of allowed tools when permission is denied Fixed security vulnerability in Bash tool permission checks Improved VSCode extension performance for large files,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,IDE integration,maintenance,False,high
Anthropic,Claude Code,2025-09-23,Claude Code 1.0.123,"Bash permission rules now support output redirections when matching (e.g., Bash(python:*) matches python script.py > output.txt ) Fixed thinking mode triggering on negation phrases like “don’t think” Fixed rendering performance degradation during token streaming Added SlashCommand tool, which enables Claude to invoke your slash commands. https://code.claude.com/docs/en/slash-commands#SlashCommand-tool Enhanced BashTool environment snapshot logging Fixed a bug where resuming a conversation in hea",https://code.claude.com/docs/en/changelog,changelog,coding,permissions/security,maintenance,False,high
Anthropic,Claude Code,2025-09-19,Claude Code 1.0.120,"Fix input lag during typing, especially noticeable with large prompts Improved VSCode extension command registry and sessions dialog user experience Enhanced sessions dialog responsiveness and visual feedback Fixed IDE compatibility issue by removing worktree support check Fixed security vulnerability where Bash tool permission checks could be bypassed using prefix matching",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,agentic coding,maintenance,False,high
Anthropic,Claude Code,2025-09-19,Claude Code 1.0.119,Fix Windows issue where process visually freezes on entering interactive mode Support dynamic headers for MCP servers via headersHelper configuration Fix thinking mode not working in headless sessions Fix slash commands now properly update allowed tools instead of replacing them,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,maintenance,False,high
Anthropic,Claude Code,2025-09-19,Claude Code 1.0.117,"Add Ctrl-R history search to recall previous commands like bash/zsh Fix input lag while typing, especially on Windows Add sed command to auto-allowed commands in acceptEdits mode Fix Windows PATH comparison to be case-insensitive for drive letters Add permissions management hint to /add-dir output",https://code.claude.com/docs/en/changelog,changelog,coding,permissions/security,maintenance,False,high
Anthropic,Claude,2025-09-18,Claude’s memory on Enterprise plans,"Users on Enterprise plans can leverage memory; Claude can now remember relevant context from your chats and generate a memory summary. Incognito chats give you a way to exclude conversations from Claude’s memory. Refer to the following articles for more information:
- Using Claude’s chat search and memory to build on previous context
- Importing and exporting your memory from Claude
- Using incognito chats",https://support.claude.com/en/articles/12138966-release-notes,release_notes,enterprise/admin,enterprise/admin,substantive,False,high
Anthropic,Claude,2025-09-16,Claude in Chrome expansion,"Claude in Chrome expanded to 10,000 Max plan users with the release of new capabilities:
- Long-running workflows:Claude in Chrome can handle more complex, multi-step workflows, and continue working even when you switch tabs (as long as Chrome is open).
- /slash commands:Save your best-working prompts as shortcuts (/slash commands) and reuse these proven workflows instantly without retyping instructions to Claude.
- Contextual prompt suggestions:Claude in Chrome gives contextual prompt suggestio",https://support.claude.com/en/articles/12138966-release-notes,release_notes,pricing/billing,pricing/billing,substantive,False,high
Anthropic,Claude Code,2025-09-16,Claude Code 1.0.115,Improve thinking mode display with enhanced visual effects Type /t to temporarily disable thinking mode in your prompt Improve path validation for glob and grep tools Show condensed output for post-tool hooks to reduce visual clutter Fix visual feedback when loading state completes Improve UI consistency for permission request dialogs,https://code.claude.com/docs/en/changelog,changelog,coding,permissions/security,maintenance,False,high
Anthropic,Claude Code,2025-09-13,Claude Code 1.0.113,Deprecated piped input in interactive mode Move Ctrl+R keybinding for toggling transcript to Ctrl+O,https://code.claude.com/docs/en/changelog,changelog,deprecation,deprecation,substantive,True,high
Anthropic,Claude Code,2025-09-12,Claude Code 1.0.112,Transcript mode (Ctrl+R): Added the model used to generate each assistant message Addressed issue where some Claude Max users were incorrectly recognized as Claude Pro users Hooks: Added systemMessage support for SessionEnd hooks Added spinnerTipsEnabled setting to disable spinner tips IDE: Various improvements and bug fixes,https://code.claude.com/docs/en/changelog,changelog,model release,agentic coding,substantive,False,high
Anthropic,Claude,2025-09-11,"Claude’s memory on Team plans and incognito chats for free, Pro, Max, and Team plans","Claude can now remember relevant context from your chats and will generate a memory summary. Incognito chats give you a way to exclude conversations from Claude’s memory. Refer to the following new articles for more information:
- Using Claude’s chat search and memory to build on previous context
- Importing and exporting your memory from Claude
- Using incognito chats",https://support.claude.com/en/articles/12138966-release-notes,release_notes,enterprise/admin,enterprise/admin,substantive,False,high
Anthropic,Claude Code,2025-09-10,Claude Code 1.0.111,/model now validates provided model names Fixed Bash tool crashes caused by malformed shell syntax parsing,https://code.claude.com/docs/en/changelog,changelog,model release,model support,substantive,False,high
Anthropic,Claude Code,2025-09-10,Claude Code 1.0.110,/terminal-setup command now supports WezTerm MCP: OAuth tokens now proactively refresh before expiration Fixed reliability issues with background Bash processes,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
